Entrance,Train_Station,Lat,Long
E541,Maitland,-32.73774765,151.552236
E542,Marayong,-33.74622068,150.9003117
E543,Marayong,-33.74601717,150.9003098
E544,Marayong,-33.7462306,150.9000471
E545,Marayong,-33.74602227,150.9000423
E546,Marion LR,-33.8839155,151.1449963
E547,Marrickville,-33.91375714,151.1532248
E548,Marrickville,-33.9139756,151.153316
E549,Marrickville,-33.91383568,151.1531518
E550,Marrickville,-33.91386322,151.1531385
E551,Marrickville,-33.91378174,151.1531819
E552,Martin Place,-33.8677258,151.211419
E553,Martin Place,-33.86773095,151.2102046
E554,Martin Place,-33.86770938,151.2108281
E555,Martin Place,-33.867961,151.2113556
E556,Martin Place,-33.86794906,151.210512
E557,Martin Place,-33.86796156,151.2116238
E558,Martins Creek,-32.55848164,151.618412
E559,Marulan,-34.70959939,150.0056691
E560,Marulan,-34.7095012,150.0056778
E561,Mascot,-33.92315955,151.1873924
E562,Mascot,-33.92315812,151.1873628
E563,Mascot,-33.92336325,151.1873396
E564,Meadowbank,-33.81555584,151.089916
E565,Meadowbank,-33.81562759,151.0899398
E566,Meadowbank,-33.81566979,151.0902245
E567,Meadowbank,-33.81579505,151.0902088
E568,Medlow Bath,-33.67295305,150.2803919
E569,Medlow Bath,-33.67465401,150.2811412
E570,Menangle,-34.12585573,150.7440669
E571,Menangle,-34.12539404,150.7441804
E572,Menangle Park,-34.10338507,150.7449509
E573,Menangle Park,-34.10338167,150.7450798
E574,Merrylands,-33.83669532,150.9926698
E575,Merrylands,-33.83680598,150.9925619
E576,Merrylands,-33.83715442,150.992075
E577,Merrylands,-33.83690608,150.9923757
E578,Merrylands,-33.83671583,150.9921634
E579,Merrylands,-33.83679089,150.992228
E580,Merrylands,-33.83658243,150.9922814
E581,Merrylands,-33.83631419,150.9926662
E582,Merrylands,-33.83694829,150.992327
E583,Merrylands,-33.83685144,150.9920152
E584,Merrylands,-33.83705075,150.9918377
E585,Metford,-32.76536099,151.6181329
E586,Metford,-32.76547854,151.6182929
E587,Milsons Point,-33.84579562,151.212403
E588,Milsons Point,-33.84594618,151.2117195
E589,Mindaribba,-32.66835055,151.5845537
E590,Minnamurra,-34.62633044,150.8530098
E591,Minto,-34.02750455,150.8426006
E592,Minto,-34.02764472,150.8425642
E593,Minto,-34.02776996,150.8425506
E594,Minto,-34.0274664,150.842237
E595,Minto,-34.02722065,150.8423272
E596,Minto,-34.02769333,150.8422318
E597,Miranda,-34.036075,151.1019708
E598,Miranda,-34.036075,151.1019708
E599,Mittagong,-34.45240354,150.4483624
E600,Mittagong,-34.4526389,150.4483852
E601,Moore Park LR,-33.89342778,151.2210603
E602,Moore Park LR,-33.89320411,151.2210222
E603,Moore Park LR,-33.89335164,151.2218384
E604,Moore Park LR,-33.89312797,151.2218003
E605,Moore Park LR,-33.89338733,151.2218527
E606,Morisset,-33.10903664,151.4882907
E607,Morisset,-33.1090292,151.4882497
E608,Morisset,-33.10883807,151.4881562
E609,Morisset,-33.10895092,151.4878847
E610,Morisset,-33.10893132,151.48806
E611,Morisset,-33.10907961,151.4881539
E612,Mortdale,-33.97116587,151.0808093
E613,Mortdale,-33.97104094,151.0808798
E614,Mortdale,-33.97112283,151.0810841
E615,Mortdale,-33.97123984,151.081009
E616,Moss Vale,-34.54838916,150.372103
E617,Moss Vale,-34.54759291,150.3718707
E618,Mount Colah,-33.67129214,151.1150982
E619,Mount Druitt,-33.76977783,150.8201693
E620,Mount Druitt,-33.76975925,150.819919
E621,Mount Druitt,-33.7699575,150.8201085
E622,Mount Druitt,-33.76940294,150.820177
E623,Mount Druitt,-33.76941054,150.8201425
E624,Mount Druitt,-33.76903287,150.8201866
E625,Mount Druitt,-33.76905662,150.8203218
E626,Mount Druitt,-33.76888448,150.8203141
E627,Mount Druitt,-33.76903298,150.8197793
E628,Mount Druitt,-33.76885586,150.8198575
E629,Mount Druitt,-33.76883389,150.8195934
E630,Mount Kurring-gai,-33.65382765,151.1370126
E631,Mount Kurring-gai,-33.65376948,151.1365683
E632,Mount Kurring-gai,-33.65382377,151.1369886
E633,Mount Victoria,-33.58817529,150.256825
E634,Mount Victoria,-33.5882678,150.257054
E635,Mulgrave,-33.62649899,150.8298983
E636,Museum,-33.87493423,151.2098618
E637,Museum,-33.87482734,151.209529
E638,Museum,-33.87652945,151.2098063
E639,Museum,-33.87691361,151.209825
E640,Museum,-33.87671276,151.2092181
E641,Museum,-33.87669845,151.2091949
E642,Museum,-33.87659188,151.2097343
E643,Muswellbrook,-32.26758584,150.8908038
E644,Muswellbrook,-32.26744191,150.890863
E645,Muswellbrook,-32.26742612,150.8904619
E646,Narara,-33.39459444,151.3444334
E647,Narara,-33.39478142,151.3445536
E648,Narara,-33.39460601,151.3444151
E649,Narwee,-33.94783139,151.0706442
E650,Narwee,-33.9475007,151.0707991
E651,Newcastle Interchange,-32.9239171,151.7593884
E652,Newcastle Interchange,-32.92445674,151.7589509
E653,Newcastle Interchange,-32.92412867,151.7598672
E654,Newcastle Interchange,-32.92443205,151.7596352
E655,Newtown,-33.89787696,151.1788814
E656,Newtown,-33.89794821,151.1788919
E657,Niagara Park,-33.38322824,151.3545729
E658,Niagara Park,-33.3830702,151.3544041
E659,Normanhurst,-33.72090894,151.0971516
E660,Normanhurst,-33.72064788,151.0969021
E661,North Ryde,-33.79457376,151.1378963
E662,North Ryde,-33.79459079,151.1378607
E663,North Strathfield,-33.85916251,151.0885013
E664,North Strathfield,-33.8597069,151.0882075
E665,North Sydney,-33.84102219,151.2074984
E666,North Sydney,-33.84100344,151.2073747
E667,North Wollongong,-34.41208744,150.8913264
E668,North Wollongong,-34.41208516,150.8913613
E669,North Wollongong,-34.41211824,150.8915599
E670,North Wollongong,-34.41211138,150.8915284
E671,North Wollongong,-34.41230685,150.8912482
E672,North Wollongong,-34.41235075,150.891562
E673,Norwest,-33.73431131,150.9629162
E674,Norwest,-33.7341717,150.9631438
E675,Norwest,-33.7347196,150.9633761
E676,Norwest,-33.73477055,150.963427
E677,Noth Strathfield,-33.85755734,151.0873986
E678,Oak Flats,-34.57173048,150.8202085
E679,Oak Flats,-34.57198187,150.8206117
E680,Oak Flats,-34.57188882,150.8204536
E681,Oatley,-33.980259,151.0787615
E682,Oatley,-33.98000494,151.0789686
E683,Oatley,-33.98022837,151.0792926
E684,Olympic Park,-33.8461115,151.070683
E685,Olympic Park,-33.84698401,151.0682717
E686,Olympic Park,-33.84647994,151.0690066
E687,Olympic Park,-33.84639439,151.0692489
E688,Olympic Park,-33.84617394,151.0698287
E689,Olympic Park,-33.84634363,151.0694956
E690,Olympic Park,-33.84639347,151.0693911
E691,Olympic Park,-33.84686907,151.0692157
E692,Olympic Park,-33.84678557,151.0694563
E693,Olympic Park,-33.84670627,151.0695564
E694,Olympic Park,-33.84656636,151.0700461
E695,Olympic Park,-33.84647873,151.0702876
E696,Olympic Park,-33.84608649,151.0700814
E697,Otford,-34.21072283,151.0055213
E698,Otford,-34.21052602,151.0059083
E699,Otford,-34.21109272,151.0055047
E700,Ourimbah,-33.35937321,151.3697352
E701,Ourimbah,-33.35969505,151.3697508
E702,Ourimbah,-33.35965695,151.3702768
E703,Ourimbah,-33.35955493,151.3701089
E704,Paddy's Markets,-33.87933704,151.2026206
E705,Paddy's Markets,-33.87925467,151.2027407
E706,Padstow,-33.95170664,151.0319304
E707,Padstow,-33.95176466,151.0319792
E708,Padstow,-33.95168459,151.0323447
E709,Padstow,-33.9520945,151.0320242
E710,Padstow,-33.95200543,151.0319661
E711,Panania,-33.95413352,150.9982975
E712,Panania,-33.95440402,150.998267
E713,Parramatta,-33.81707893,151.0049168
E714,Parramatta,-33.81698089,151.0046804
E715,Parramatta,-33.81823772,151.0059293
E716,Parramatta,-33.81819896,151.0058847
E717,Parramatta,-33.8178785,151.0063215
E718,Parramatta,-33.81737628,151.0046956
E719,Parramatta,-33.8172046,151.0044433
E720,Parramatta,-33.81753109,151.005003
E721,Parramatta,-33.81757268,151.0045096
E722,Paterson,-32.60237058,151.6147645
E723,Pendle Hill,-33.80130891,150.9558506
E724,Pendle Hill,-33.80135205,150.9559293
E725,Pendle Hill,-33.80167682,150.9570035
E726,Pendle Hill,-33.80127175,150.956549
E727,Pennant Hills,-33.73816108,151.0725647
E728,Pennant Hills,-33.7379301,151.0727775
E729,Pennant Hills,-33.73771583,151.0726063
E730,Pennant Hills,-33.73772306,151.0725732
E731,Pennant Hills,-33.73795586,151.0726265
E732,Pennant Hills,-33.73786579,151.0724987
E733,Penrith,-33.75018886,150.6961967
E734,Penrith,-33.75028162,150.6964333
E735,Penrith,-33.75029054,150.6964713
E736,Penrith,-33.74985115,150.6965045
E737,Penrith,-33.74985862,150.6965761
E738,Penrose,-34.67230549,150.2122744
E739,Penrose,-34.6721605,150.212086
E740,Penshurst,-33.96631991,151.0887138
E741,Penshurst,-33.96633248,151.088801
E742,Penshurst,-33.96609707,151.0886682
E743,Penshurst,-33.96608121,151.0888374
E744,Petersham,-33.89402275,151.1557675
E745,Petersham,-33.8936064,151.1555418
E746,Picton,-34.17968277,150.6127042
E747,Picton,-34.17964863,150.612881
E748,Picton,-34.17921166,150.6126647
E749,Picton,-34.17927875,150.6127309
E750,Point Clare,-33.44630072,151.3285267
E751,Point Clare,-33.44618258,151.3282641
E752,Point Clare,-33.44621399,151.3282199
E753,Port Kembla,-34.47718852,150.9028567
E754,Port Kembla North,-34.47312925,150.8870415
E755,Port Kembla North,-34.47297995,150.8873269
E756,Punchbowl,-33.92525226,151.0555798
E757,Punchbowl,-33.92556758,151.0555716
E758,Pymble,-33.74498339,151.1421989
E759,Pymble,-33.74463831,151.1422732
E760,Pyrmont Bay LR,-33.86953485,151.197708
E761,Quakers Hill,-33.72721417,150.8858872
E762,Quakers Hill,-33.72743142,150.8860389
E763,Quakers Hill,-33.72721559,150.8862174
E764,Quakers Hill,-33.72731055,150.886272
E765,QVB LR,-33.87157838,151.2068633
E766,QVB LR,-33.87157719,151.2070846
E767,Randwick LR,-33.91719767,151.2410526
E768,Randwick LR,-33.91711201,151.2400461
E769,Randwick LR,-33.91700969,151.2400675
E770,Redfern,-33.8920298,151.1995113
E771,Redfern,-33.891563,151.198824
E772,Redfern,-33.89270463,151.1981812
E773,Regents Park,-33.8833513,151.0241784
E774,Regents Park,-33.88324672,151.0237008
E775,Regents Park,-33.88311577,151.0237932
E776,Revesby,-33.95273626,151.0152327
E777,Revesby,-33.95270727,151.0154862
E778,Revesby,-33.95231174,151.0152774
E779,Revesby,-33.95235886,151.0153198
E780,Rhodes,-33.83064015,151.0868216
E781,Rhodes,-33.83064963,151.0872234
E782,Rhodes,-33.83067679,151.0872367
E783,Rhodes,-33.83045691,151.0868768
E784,Richmond,-33.59877109,150.7523098
E785,Richmond,-33.5988545,150.7522539
E786,Riverstone,-33.67985685,150.8605208
E787,Riverstone,-33.67976814,150.860729
E788,Riverstone,-33.67905167,150.8604401
E789,Riverwood,-33.95160087,151.0525497
E790,Riverwood,-33.9514708,151.0525622
E791,Rockdale,-33.9523035,151.1369871
E792,Rockdale,-33.95258099,151.1368441
E793,Rockdale,-33.95248742,151.1368614
E794,Rockdale,-33.95191037,151.1364413
E795,Rockdale,-33.95221004,151.1362805
E796,Rooty Hill,-33.77201339,150.844247
E797,Rooty Hill,-33.77188219,150.8444618
E798,Rooty Hill,-33.7714864,150.8442846
E799,Rooty Hill,-33.77124814,150.8438721
E800,Rosehill,-33.82308432,151.0218152
E801,Rosehill,-33.82303843,151.0222311
E802,Rosehill,-33.82322002,151.0222102
E803,Roseville,-33.78434859,151.1778664
E804,Roseville,-33.7846798,151.177749
E805,Rouse Hill,-33.69154816,150.9239461
E806,Rouse Hill,-33.69171876,150.9239971
E807,Rouse Hill,-33.69165175,150.9241107
E808,Royal Randwick LR,-33.90508663,151.2283727
E809,Royal Randwick LR,-33.90467736,151.2280967
E810,Royal Randwick LR,-33.9054721,151.2298385
E811,Royal Randwick LR,-33.90539596,151.229227
E812,Rozelle Bay LR,-33.8717488,151.1728699
E813,Rozelle Bay LR,-33.87185725,151.1729488
E814,Rozelle Bay LR,-33.8719533,151.1729143
E815,Rydalmere,-33.81015641,151.0294797
E816,Sandgate,-32.87279417,151.7028016
E817,Scarborough,-34.26551615,150.9651941
E818,Scarborough,-34.2656783,150.9654965
E819,Schofields,-33.70418713,150.8739328
E820,Schofields,-33.7044383,150.8740174
E821,Schofields,-33.70483553,150.8742383
E822,Schofields,-33.70454498,150.8736108
E823,Schofields,-33.7043178,150.8735269
E824,Scone,-32.04670656,150.8670728
E825,Sefton,-33.88516069,151.0116714
E826,Sefton,-33.88543207,151.0116221
E827,Sefton,-33.88549648,151.0117978
E828,Sefton,-33.88516272,151.0118417
E829,Seven Hills,-33.77407161,150.9360893
E830,Seven Hills,-33.77410285,150.9359253
E831,Seven Hills,-33.77455756,150.9361722
E832,Seven Hills,-33.77452,150.935432
E833,Seven Hills,-33.77410577,150.9361911
E834,Shellharbour,-34.59128718,150.8446519
E835,Shellharbour,-34.59122591,150.8446697
E836,Shellharbour,-34.5913074,150.8448018
E837,Shellharbour,-34.59125149,150.8448185
E838,Singleton,-32.57183342,151.1654861
E839,Singleton,-32.5718537,151.1655409
E840,Singleton,-32.57196082,151.1656827
E841,Springwood,-33.69918984,150.5636973
E842,Springwood,-33.69936145,150.5635226
E843,Springwood,-33.69896475,150.5633045
E844,St James,-33.87003326,151.2112893
E845,St James,-33.86992775,151.2114985
E846,St James,-33.870678,151.2104842
E847,St James,-33.87074951,151.2104486
E848,St Leonards,-33.82222391,151.1947607
E849,St Leonards,-33.82224634,151.1947629
E850,St Leonards,-33.82243079,151.1933676
E851,St Leonards,-33.82246257,151.1934322
E852,St Leonards,-33.82231649,151.1936088
E853,St Leonards,-33.82232319,151.1936479
E854,St Marys,-33.76231824,150.774872
E855,St Marys,-33.76235089,150.7750575
E856,St Marys,-33.76188001,150.7749259
E857,St Marys,-33.76189765,150.7751589
E858,St Peters,-33.90694267,151.1806495
E859,St Peters,-33.90745391,151.1808612
E860,Stanmore,-33.89467603,151.1641571
E861,Stanmore,-33.89416485,151.1642047
E862,Stanwell Park,-34.22618328,150.9812344
E863,Stanwell Park,-34.22614425,150.9810046
E864,Strathfield,-33.87134403,151.0944811
E865,Strathfield,-33.87220808,151.0942838
E866,Strathfield,-33.87185964,151.0938299
E867,Strathfield,-33.87146835,151.0946037
E868,Summer Hill,-33.89044157,151.1386413
E869,Summer Hill,-33.89043171,151.1386155
E870,Summer Hill,-33.89053286,151.1389072
E871,Summer Hill,-33.8901592,151.1389449
E872,Summer Hill,-33.89010644,151.1387528
E873,Surry Hills LR,-33.88764807,151.2109881
E874,Surry Hills LR,-33.88797168,151.2114901
E875,Surry Hills LR,-33.8883286,151.2122111
E876,Surry Hills LR,-33.88830004,151.2123729
E877,Sutherland,-34.0315567,151.0573425
E878,Sutherland,-34.0315702,151.0574323
E879,Sutherland,-34.03183438,151.0569098
E880,Sutherland,-34.03183438,151.0569098
E881,Sydenham,-33.91491191,151.1661011
E882,Sydenham,-33.9148634,151.1660472
E883,Tahmoor,-34.22358755,150.5902412
E884,Tahmoor,-34.22346581,150.5898308
E885,Tallawong,-33.69163014,150.9060224
E886,Tallawong,-33.69168542,150.9058784
E887,Tallong,-34.71837568,150.0860928
E888,Tarro,-32.80889516,151.6693728
E889,Tarro,-32.80882092,151.6694636
E890,Tascott,-33.45094989,151.3183448
E891,Tascott,-33.45077303,151.3187403
E892,Tascott,-33.45088295,151.318787
E893,Tascott,-33.45083997,151.3188156
E894,Taverners Hill LR,-33.8895669,151.145176
E895,Taverners Hill LR,-33.88963067,151.1450837
E896,Taverners Hill LR,-33.8898685,151.1450731
E897,Taverners Hill LR,-33.88990657,151.1451041
E898,Telarah,-32.72323179,151.5398951
E899,Telarah,-32.72337822,151.5398859
E900,Telopea,-33.79402152,151.0412637
E901,Telopea,-33.79411509,151.0411954
E902,Telopea,-33.7945703,151.0413839
E903,Telopea,-33.79424948,151.0415241
E904,Telopea,-33.79400629,151.041781
E905,Tempe,-33.92358032,151.1564713
E906,Tempe,-33.92389629,151.1563979
E907,Tempe,-33.92369195,151.1567982
E908,Tempe,-33.92394727,151.15675
E909,Teralba,-32.962727,151.6039263
E910,Teralba,-32.96276877,151.60415
E911,Teralba,-32.96216248,151.6036419
E912,The Star LR,-33.8672709,151.1957096
E913,Thirroul,-34.31788392,150.918865
E914,Thirroul,-34.31795869,150.9188517
E915,Thirroul,-34.31799787,150.9192528
E916,Thirroul,-34.31786015,150.9193757
E917,Thornleigh,-33.73207901,151.0783738
E918,Thornleigh,-33.73211866,151.0783327
E919,Thornleigh,-33.73180916,151.0781183
E920,Thornton,-32.78356119,151.6399551
E921,Thornton,-32.78357334,151.6399935
E922,Toongabbie,-33.78714281,150.9511669
E923,Toongabbie,-33.78699939,150.9516071
E924,Town Hall,-33.87416617,151.2066678
E925,Town Hall,-33.87300204,151.2066961
E926,Town Hall,-33.87317129,151.2071252
E927,Town Hall,-33.87357692,151.2070647
E928,Town Hall,-33.87394872,151.2070088
E929,Town Hall,-33.87389408,151.2070208
E930,Town Hall,-33.87324335,151.2067182
E931,Town Hall,-33.87370422,151.206619
E932,Town Hall,-33.87346213,151.2056759
E933,Town Hall LR,-33.87386266,151.2067752
E934,Town Hall LR,-33.87388289,151.2069656
E935,Towradgi,-34.38412652,150.9013586
E936,Towradgi,-34.38408404,150.9016675
E937,Tuggerah,-33.3077456,151.4204201
E938,Tuggerah,-33.3077456,151.4204201
E939,Tuggerah,-33.30747496,151.4200755
E940,Tuggerah,-33.30767799,151.4200382
E941,Turramurra,-33.73258953,151.1290978
E942,Turramurra,-33.73287787,151.128659
E943,Turrella,-33.92977422,151.1404283
E944,Unanderra,-34.45480327,150.8454954
E945,Unanderra,-34.45512841,150.8460834
E946,UNSW LR,-33.91638284,151.2360806
E947,UNSW LR,-33.91633049,151.2349932
E948,UNSW LR,-33.91623769,151.2350908
E949,UNSW LR,-33.91653512,151.2363424
E950,Valley Heights,-33.70414867,150.5836892
E951,Valley Heights,-33.70388256,150.5840807
E952,Valley Heights,-33.70385585,150.5840194
E953,Victoria Street,-32.75096544,151.5941378
E954,Victoria Street,-32.7511242,151.5937962
E955,Villawood,-33.88092102,150.9773626
E956,Villawood,-33.88074082,150.9773471
E957,Vineyard,-33.65018802,150.851063
E958,Wahroonga,-33.71800187,151.1175185
E959,Waitara,-33.71028639,151.105246
E960,Waitara,-33.71065655,151.1049153
E961,Wallarobba,-32.49615032,151.6956921
E962,Wansey LR,-33.91105413,151.2355339
E963,Wansey LR,-33.91027366,151.2348724
E964,Wansey LR,-33.91103033,151.2356862
E965,Warabrook,-32.88848678,151.709521
E966,Warabrook,-32.88698384,151.7111872
E967,Waratah,-32.902354,151.7310238
E968,Waratah,-32.90210317,151.731215
E969,Waratah Mills LR,-33.8988126,151.1398647
E970,Waratah Mills LR,-33.8989622,151.140003
E971,Warnervale,-33.2473843,151.4491366
E972,Warnervale,-33.24713278,151.4488456
E973,Warrawee,-33.72439373,151.1220398
E974,Warrawee,-33.72454128,151.1217229
E975,Warrimoo,-33.72132609,150.6029511
E976,Warrimoo,-33.72206858,150.602657
E977,Warrimoo,-33.72204408,150.6025654
E978,Warrimoo,-33.721589,150.6027819
E979,Warrimoo,-33.7215927,150.6027681
E980,Warwick Farm,-33.91347354,150.9349611
E981,Warwick Farm,-33.91324659,150.9349959
E982,Warwick Farm,-33.91318088,150.9353246
E983,Warwick Farm,-33.91340518,150.9352764
E984,Waterfall,-34.13517267,150.994605
E985,Waverton,-33.83756728,151.1974683
E986,Waverton,-33.83761043,151.1973366
E987,Wentworth Falls,-33.70952535,150.3761198
E988,Wentworth Falls,-33.70932977,150.3764898
E989,Wentworth Park LR,-33.87506758,151.1935385
E990,Wentworth Park LR,-33.8742417,151.1940945
E991,Wentworthville,-33.80725292,150.972304
E992,Wentworthville,-33.80706875,150.9718275
E993,Wentworthville,-33.80686889,150.9725242
E994,Wentworthville,-33.80667668,150.971932
E995,Werrington,-33.75920751,150.7574014
E996,Werrington,-33.75924963,150.7575314
E997,Werrington,-33.75903757,150.7574454
E998,Werrington,-33.7590496,150.7575668
E999,West Ryde,-33.80746637,151.0905793
E1000,West Ryde,-33.80747159,151.0904036
E1001,West Ryde,-33.8074677,151.0899608
E1002,West Ryde,-33.80704425,151.0900831
E1003,West Ryde,-33.80687546,151.0901576
E1004,Westmead,-33.80864182,150.9876577
E1005,Westmead,-33.80870858,150.9878707
E1006,Westmead,-33.80819002,150.9877158
E1007,Westmead,-33.80836116,150.9881873
E1008,Wiley Park,-33.92270486,151.0680185
E1009,Wiley Park,-33.92278182,151.0680626
E1010,Windsor,-33.61292723,150.8090296
E1011,Windsor,-33.61362381,150.8111058
E1012,Wingello,-34.69233579,150.1583818
E1013,Wingello,-34.69201661,150.1582058
E1014,Wirragula,-32.46292679,151.7424687
E1015,Wolli,-33.92884985,151.1538917
E1016,Wolli,-33.92882963,151.153842
E1017,Wolli,-33.92867126,151.1544432
E1018,Wolli,-33.92868435,151.1543587
E1019,Wollongong,-34.42698795,150.8884363
E1020,Wollongong,-34.42679193,150.8878175
E1021,Wollongong,-34.42645671,150.8884344
E1022,Wollongong,-34.42642506,150.8882201
E1023,Wollongong,-34.42720865,150.8879475
E1024,Wollongong,-34.42587253,150.8882123
E1025,Wollongong,-34.42582725,150.8886385
E1026,Wollongong,-34.42673344,150.8885596
E1027,Wollstonecraft,-33.83245952,151.1921823
E1028,Wollstonecraft,-33.8326745,151.1917926
E1029,Wollstonecraft,-33.8315907,151.1925953
E1030,Wollstonecraft,-33.83146743,151.1915732
E1031,Wombarra,-34.27530416,150.9535083
E1032,Wombarra,-34.27545316,150.9536753
E1033,Wondabyne,-33.49202131,151.2571482
E1034,Woodford,-33.7357511,150.4821963
E1035,Woodford,-33.73546893,150.4818417
E1036,Woodford,-33.73526715,150.4808855
E1037,Woolooware,-34.04741225,151.1437622
E1038,Woolooware,-34.04744884,151.1437013
E1039,Woolooware,-34.04769831,151.1436487
E1040,Woolooware,-34.04765603,151.1435849
E1041,Woonona,-34.34939351,150.9153897
E1042,Woonona,-34.34956158,150.91536
E1043,Woonona,-34.34932926,150.9151104
E1044,Woy Woy,-33.48527377,151.3237255
E1045,Woy Woy,-33.48585711,151.3233847
E1046,Woy Woy,-33.48597825,151.3232156
E1047,Woy Woy,-33.48597397,151.324352
E1048,Wyee,-33.17984054,151.48724
E1049,Wyee,-33.180164,151.4868566
E1050,Wynyard,-33.86524696,151.20397
E1051,Wynyard,-33.86534132,151.203967
E1052,Wynyard,-33.86562889,151.2048
E1053,Wynyard,-33.86564376,151.2050042
E1054,Wynyard,-33.86560119,151.2055201
E1055,Wynyard,-33.86572968,151.2050799
E1056,Wynyard,-33.86445369,151.2053161
E1057,Wynyard,-33.86572268,151.206269
E1058,Wynyard,-33.86570502,151.2061027
E1059,Wynyard,-33.86553906,151.2063145
E1060,Wynyard,-33.86583394,151.2062822
E1061,Wynyard,-33.86575654,151.2059633
E1062,Wynyard,-33.86566282,151.2059726
E1063,Wynyard LR,-33.86670287,151.2070738
E1064,Wynyard LR,-33.86670881,151.2072618
E1065,Wyong,-33.2853325,151.4255494
E1066,Wyong,-33.28508373,151.4255992
E1067,Wyong,-33.2853225,151.4251587
E1068,Wyong,-33.28524935,151.4252208
E1069,Yagoona,-33.90733106,151.0246767
E1070,Yennora,-33.86502912,150.9707162
E1071,Yennora,-33.86498836,150.9708084
E1072,Yennora,-33.86488282,150.97104
E1073,Yennora,-33.86462082,150.9709456
E1074,Yerrinbool,-34.37159251,150.5434481
